Epoch	Train Loss	Train Accuracy	Validation Loss	Validation Accuracy
1	3.6466		7.84		3.6277		9.88
2	3.6069		9.79		3.5814		10.15
3	3.5327		10.02		3.4520		10.15
4	3.3918		10.00		3.3640		10.15
5	3.3597		10.07		3.3514		9.88
6	3.3530		10.05		3.3476		10.15
7	3.3507		9.76		3.3461		10.15
8	3.3508		10.07		3.3455		10.15
9	3.3496		9.87		3.3446		9.88
10	3.3485		10.06		3.3439		9.88
